Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created
New York,Hempstead,7,679
New York,Henrietta,2,11
New York,Hicksville,9,14
New York,Highland Falls,0,27
New York,Holbrook,0,270
New York,Holley,1,1
New York,Honeoye Falls,1,1
New York,Hudson,0,498
New York,Huntington Station,3,187
New York,Huntington,1,221
New York,Hyde Park,0,1
New York,Irondequoit,1,3
New York,Irving,0,8
New York,Islip,0,11
New York,Ithaca,1,2
New York,Katonah,0,125
New York,Kings Park,1,2
New York,Kingston,2,475
New York,Lackawanna,1,3
New York,Lagrangeville,0,589
New York,Lake Grove,0,2
New York,Lake Placid,0,39
New York,Lancaster,3,806
New York,Larchmont,1,163
New York,Latham,3,3
New York,Lawrence,0,88
New York,Levittown,5,34
New York,Liberty,0,1
New York,Lima,0,5
New York,Lindenhurst,1,613
New York,Liverpool,12,1183
New York,Lockport,0,2
New York,Long Beach,0,26
New York,Lynbrook,1,433
New York,Mahopac,1,4
New York,Mamaroneck,1,1083
New York,Manlius,2,10
New York,Massapequa Park,0,36
New York,Massapequa,0,135
New York,Massena,0,98
New York,Mattituck,0,2
New York,Maybrook,0,2
New York,Medford,1,127
New York,Medina,1,1
New York,Melville,0,247
New York,Merrick,1,559
New York,Middleburgh,0,5
New York,Middleport,1,3
New York,Middletown,1,207
New York,Millbrook,1,2
New York,Miller Place,0,25
New York,Mineola,1,178
New York,Monroe,1,15
New York,Montauk,0,101
New York,Montgomery,1,6
New York,Montour Falls,1,1
New York,Mount Kisco,0,9
New York,Mount Morris,0,24
New York,Mount Sinai,1,34
New York,Mount Vernon,1,403
New York,Nanuet,2,3
New York,Nesconset,1,23
New York,New City,1,3
New York,New Hartford,0,13
New York,New Hyde Park,4,265
New York,New Paltz,2,6
New York,New Rochelle,3,85
New York,New York Mills,0,1
New York,New York,294,51564
New York,Newark,0,39
New York,Newburgh,5,1386
New York,Niagara Falls,4,38
New York,North Salem,0,49
New York,North Tonawanda,1,10
New York,Northport,0,1
New York,Oceanside,3,283
New York,Ogdensburg,1,163
New York,Olean,5,73
New York,Oneonta,1,12
New York,Orangeburg,1,323
New York,Orchard Park,1,1
New York,Ossining,2,14
New York,Oswego,0,1
New York,Oyster Bay,1,1
New York,Patchogue,3,215
New York,Pawling,0,190
New York,Peekskill,2,5
New York,Penn Yan,1,1
New York,Pine Bush,1,1
New York,Pittsford,1,10
New York,Plainview,1,39
New York,Plattsburgh,1,220
New York,Pleasantville,1,122
New York,Pomona,1,1763
New York,Port Chester,0,2
New York,Port Jefferson Station,1,15
New York,Port Jefferson,0,2
New York,Port Jervis,1,8
New York,Port Washington,2,5
New York,Poughkeepsie,5,52
New York,Pulaski,1,1
New York,Purling,1,7
New York,Putnam Valley,0,32
New York,Queens,72,10327
New York,Queensbury,0,1
New York,Ravena,0,3
New York,Rhinebeck,1,1
New York,Ridge,1,112
New York,Rochester,19,2491
New York,Rockville Centre,1,210
New York,Rome,2,5
New York,Ronkonkoma,3,6
New York,Roosevelt,0,116
New York,Roslyn,1,66
New York,Rye,1,25
New York,Sag Harbor,0,2
New York,Saint James,0,295
New York,Saratoga Springs,3,39
New York,Sayville,1,1
New York,Scarsdale,0,84
New York,Schenectady,7,1680
New York,Schroon Lake,0,2
New York,Seaford,1,3
New York,Selden,0,26
New York,Seneca Falls,0,25
New York,Shirley,1,1
New York,Shoreham,0,7
New York,Smithtown,4,2430
New York,Somers,1,1
New York,South Salem,1,4
New York,Southampton,1,15
New York,Spencerport,0,2
New York,Spring Valley,4,34
New York,Stafford,1,1098
New York,Staten Island,14,436
New York,Stony Brook,0,114
New York,Stony Point,2,40
New York,Suffern,1,3
New York,Syracuse,17,864
New York,Tarrytown,1,2
New York,The Bronx,42,3194
New York,Ticonderoga,0,37
New York,Tonawanda,0,12
New York,Troy,1,111
New York,Uniondale,1,69
New York,Utica,4,308
New York,Valley Cottage,1,7
New York,Valley Stream,8,1137
New York,Vernon,0,8
New York,Victor,1,43
New York,Voorheesville,0,2
New York,Waccabuc,0,7
New York,Walden,0,1
New York,Wallkill,0,1
New York,Wantagh,1,2
New York,Wappingers Falls,1,125
New York,Waterloo,0,60
New York,Watervliet,0,15
New York,Webster,1,22
New York,West Babylon,2,361
New York,West Hempstead,0,159
New York,West Henrietta,0,1
New York,West Islip,3,849
New York,West Nyack,1,1
New York,West Point,0,41
New York,Westbury,9,314
New York,White Plains,5,1346
New York,Williamson,0,2
New York,Williamsville,0,11
New York,Woodbury,0,63
New York,Woodmere,1,1
New York,Woodstock,0,7
New York,Wyandanch,1,1
New York,Wynantskill,1,1
New York,Yonkers,12,216
New York,Yorktown Heights,2,2
New York,undefined,0,493
North Carolina,Advance,0,3
North Carolina,Albemarle,0,18
North Carolina,Angier,0,1
North Carolina,Apex,4,2895
North Carolina,Asheboro,1,3
North Carolina,Asheville,7,44
North Carolina,Bear Creek,2,7
North Carolina,Belhaven,1,1
North Carolina,Black Mountain,1,8
North Carolina,Boone,1,2
North Carolina,Bostic,1,1
North Carolina,Brevard,0,1
North Carolina,Broadway,0,3
North Carolina,Bryson City,1,1
North Carolina,Buies Creek,0,1630
North Carolina,Burgaw,1,3
North Carolina,Burlington,1,134
North Carolina,Calabash,1,1
North Carolina,Cameron,1,4
North Carolina,Candler,1,1
North Carolina,Canton,0,2
North Carolina,Carolina Beach,0,2
North Carolina,Carthage,0,1
North Carolina,Cary,5,309
North Carolina,Chapel Hill,3,864
North Carolina,Charlotte,108,12095
North Carolina,Cherokee,0,1
North Carolina,China Grove,1,1
North Carolina,Chocowinity,0,2
North Carolina,Clayton,1,1
North Carolina,Clemmons,0,430
North Carolina,Clinton,3,8
North Carolina,Colfax,0,29
North Carolina,Concord,2,975
North Carolina,Conover,1,1
North Carolina,Cornelius,3,302
North Carolina,Creedmoor,1,8
North Carolina,Davidson,2,55
North Carolina,Denton,0,8
North Carolina,Denver,2,54
North Carolina,Dudley,1,2
North Carolina,Dunn,0,2141
North Carolina,Durham,13,2117
North Carolina,Eden,1,1
North Carolina,Elizabeth City,1,9
North Carolina,Elkin,0,105
North Carolina,Ernul,1,2
North Carolina,Fayetteville,14,1477
North Carolina,Fletcher,1,1
North Carolina,Forest City,1,2
North Carolina,Franklin,1,10
North Carolina,Franklinton,0,65
North Carolina,Fuquay-Varina,4,2996
North Carolina,Garner,2,67
North Carolina,Gastonia,4,837
North Carolina,Gibsonville,0,4
North Carolina,Goldsboro,1,1
North Carolina,Graham,0,1
North Carolina,Greensboro,11,3634
North Carolina,Greenville,12,438
North Carolina,Hamlet,1,2
North Carolina,Hampstead,2,146
North Carolina,Harrisburg,0,69
North Carolina,Hayesville,2,2
North Carolina,Henderson,1,1
North Carolina,Hendersonville,6,5206
North Carolina,Hickory,5,477
North Carolina,High Point,4,610
North Carolina,Hillsborough,2,15
North Carolina,Holly Ridge,0,1
North Carolina,Holly Springs,1,50
North Carolina,Hope Mills,0,2
North Carolina,Huntersville,5,1155
North Carolina,Indian Trail,0,17
North Carolina,Jacksonville,2,709
North Carolina,Jamestown,1,38
North Carolina,Jefferson,1,1
North Carolina,Kannapolis,2,1174
North Carolina,Kernersville,2,13
North Carolina,Kill Devil Hills,1,1
North Carolina,King,1,1
North Carolina,Kings Mountain,0,2
North Carolina,Kinston,0,1
North Carolina,Knightdale,2,636
North Carolina,Lake Lure,1,1
North Carolina,Laurinburg,1,18
North Carolina,Leland,1,42
North Carolina,Lenoir,1,2
North Carolina,Lewisville,0,115
North Carolina,Lillington,0,29
North Carolina,Lincolnton,2,4
North Carolina,Louisburg,1,1
North Carolina,Lowgap,1,1
North Carolina,Lumberton,1,1
North Carolina,Madison,0,198
North Carolina,Marshville,0,2
North Carolina,Matthews,2,38
North Carolina,McLeansville,0,301
North Carolina,Mebane,1,1
North Carolina,Mills River,1,1
North Carolina,Mocksville,0,16
North Carolina,Monroe,3,135
North Carolina,Mooresville,3,1221
North Carolina,Morehead City,1,39
North Carolina,Morganton,0,69
North Carolina,Morrisville,2,10
North Carolina,Mount Airy,0,212
North Carolina,Mount Holly,1,1
North Carolina,Mount Olive,0,1
North Carolina,Moyock,1,2
North Carolina,Murfreesboro,1,1
North Carolina,Murphy,1,1
North Carolina,New Bern,5,397
North Carolina,Newland,0,5
North Carolina,Newport,0,1
North Carolina,North Wilkesboro,5,1254
North Carolina,Oak Ridge,1,14
North Carolina,Oxford,0,1
North Carolina,Parkton,2,745
North Carolina,Pembroke,0,57
North Carolina,Pinehurst,2,78
North Carolina,Pineville,0,7
North Carolina,Plymouth,0,2
North Carolina,Raeford,2,128
North Carolina,Raleigh,36,5413
North Carolina,Red Springs,0,517
North Carolina,Reidsville,0,43
North Carolina,Richlands,0,64
North Carolina,Roanoke Rapids,0,15
North Carolina,Roaring River,1,955
North Carolina,Rockingham,1,7
North Carolina,Rocky Mount,0,85
North Carolina,Rocky Point,0,8
North Carolina,Ronda,0,131
North Carolina,Rowland,1,3
North Carolina,Roxboro,1,1
North Carolina,Salisbury,1,492
North Carolina,Sanford,6,281
North Carolina,Shallotte,0,27
North Carolina,Shelby,1,132
North Carolina,Siler City,1,179
North Carolina,Sims,1,1
North Carolina,Smithfield,1,3
North Carolina,Smithville,1,1
North Carolina,Sneads Ferry,1,124
North Carolina,Snow Hill,1,1
North Carolina,Southern Pines,2,506
North Carolina,Spencer,0,2
North Carolina,Spring Lake,3,3
North Carolina,Summerfield,5,412
North Carolina,Supply,1,8
North Carolina,Swannanoa,1,2
North Carolina,Sylva,2,1081
North Carolina,Tarboro,0,15
North Carolina,Thomasville,2,18
North Carolina,Troutman,1,63
North Carolina,Troy,0,8
North Carolina,Valle Crucis,1,10
North Carolina,Wake Forest,2,161
North Carolina,Wallace,2,578
North Carolina,Walnut Cove,0,491
North Carolina,Waxhaw,4,15
North Carolina,Waynesville,3,15
North Carolina,Wendell,10,2668
North Carolina,Wentworth,0,116
North Carolina,West End,1,673
North Carolina,Whiteville,1,9
North Carolina,Whitsett,0,10
North Carolina,Wilkesboro,0,2
North Carolina,Wilmington,14,3576
North Carolina,Wilson,3,310
North Carolina,Winston-Salem,8,3534
North Carolina,Yadkinville,1,62
North Carolina,Zebulon,1,93
North Carolina,undefined,5,395
North Dakota,Bismarck,1,1
North Dakota,Bowbells,0,4
North Dakota,Crosby,3,1659
North Dakota,Devils Lake,1,14
North Dakota,Dickinson,1,7
North Dakota,Fargo,10,123
North Dakota,Grafton,1,10
North Dakota,Grand Forks,4,2116
North Dakota,Lakota,0,21
North Dakota,Minot,2,2385
North Dakota,Richardton,1,1
North Dakota,Steele,1,344
North Dakota,Tioga,0,2
North Dakota,Velva,0,2
North Dakota,Williston,1,2
Ohio,Adena,0,1
Ohio,Akron,8,170
Ohio,Ashland,1,126
Ohio,Ashville,0,26
Ohio,Athens,0,143
Ohio,Aurora,0,3
Ohio,Avon Lake,1,44
Ohio,Avon,0,57
Ohio,Barberton,1,132
Ohio,Batavia,1,29
Ohio,Bay Village,0,5
Ohio,Beachwood,1,1
Ohio,Bedford,0,2
Ohio,Bellaire,0,24
Ohio,Belle Center,0,5
Ohio,Belpre,0,7
Ohio,Berea,0,1
Ohio,Brecksville,4,156
Ohio,Broadview Heights,1,5
Ohio,Brook Park,0,10
Ohio,Brunswick,2,30
Ohio,Canal Winchester,1,116
Ohio,Canfield,0,872
Ohio,Canton,1,383
Ohio,Celina,0,7
Ohio,Centerville,3,44
Ohio,Chagrin Falls,2,11
Ohio,Chesterland,1,715
Ohio,Chillicothe,1,69
Ohio,Cincinnati,38,1928
Ohio,Cleveland,33,3597
Ohio,Clyde,1,7
Ohio,Columbiana,0,31
Ohio,Columbus Grove,0,697
Ohio,Columbus,37,9178
Ohio,Concord,0,1
Ohio,Cortland,0,10
Ohio,Cuyahoga Falls,1,167
Ohio,Dayton,11,2614
Ohio,Delaware,3,885
Ohio,Deshler,0,3
Ohio,Doylestown,1,3
Ohio,Dublin,2,36
Ohio,Dundee,0,48
Ohio,East Liverpool,1,233
Ohio,Eastlake,0,104
Ohio,Elyria,2,4
Ohio,Englewood,0,169
Ohio,Enon,2,65
Ohio,Fairborn,1,256
Ohio,Fairfield,0,40
Ohio,Findlay,4,1558
Ohio,Fort Loramie,0,2
Ohio,Franklin,0,2
Ohio,Gallipolis,1,1
Ohio,Georgetown,1,1
Ohio,Girard,0,5
Ohio,Grove City,1,1
Ohio,Groveport,0,50
Ohio,Hamilton,2,20
Ohio,Hartville,1,1
Ohio,Hilliard,0,11
Ohio,Howard,0,14
Ohio,Hubbard,1,2
Ohio,Hudson,0,6
Ohio,Huron,1,3
Ohio,Independence,0,1
Ohio,Ironton,5,84
Ohio,Kent,2,2
Ohio,Kettering,1,5
Ohio,Kitts Hill,0,4
Ohio,Lakewood,1,22
Ohio,Lancaster,0,12
Ohio,Lebanon,0,6
Ohio,Lewis Center,2,11
Ohio,Lima,2,200
Ohio,Logan,1,767
Ohio,London,0,529
Ohio,Loveland,1,26
Ohio,Lynchburg,0,1
Ohio,Lyndhurst,0,1
Ohio,Macedonia,0,3
Ohio,Mansfield,1,1
Ohio,Marietta,1,13
Ohio,Marion,2,5
Ohio,Marysville,0,421
Ohio,Mason,0,67
Ohio,Massillon,4,1101
Ohio,Maumee,0,4
Ohio,Medina,1,119
Ohio,Mentor,1,434
Ohio,Miamisburg,0,41
Ohio,Middletown,1,88
Ohio,Milford,2,2
Ohio,Minerva,1,6
Ohio,Morrow,1,458
Ohio,Mount Vernon,0,756
Ohio,Napoleon,2,14
Ohio,New Albany,1,5
Ohio,New Philadelphia,2,30
Ohio,Newark,1,6
Ohio,North Canton,0,8
Ohio,North Lima,0,1
Ohio,North Olmsted,1,124
Ohio,North Royalton,1,1
Ohio,Nova,0,17
Ohio,Oregonia,1,1
Ohio,Ottawa,0,2
Ohio,Oxford,1,1
Ohio,Painesville,0,2
Ohio,Perrysburg,2,75
Ohio,Peru,1,4
Ohio,Pickerington,0,8
Ohio,Plain City,0,2
Ohio,Portsmouth,6,831
Ohio,Powell,2,24
Ohio,Proctorville,0,195
Ohio,Ravenna,0,1
Ohio,Reynoldsburg,1,12
Ohio,Saint Clairsville,2,53
Ohio,Saint Marys,0,7
Ohio,Sandusky,9,143
Ohio,Sidney,0,65
Ohio,Solon,0,1
Ohio,South Point,0,141
Ohio,Springboro,0,32
Ohio,Springfield,3,471
Ohio,Steubenville,0,11
Ohio,Stow,2,11
Ohio,Strongsville,2,4
Ohio,Struthers,0,1
Ohio,Sunbury,1,1
Ohio,Sycamore,0,13
Ohio,Sylvania,2,197
Ohio,Tallmadge,0,282
Ohio,Tiffin,0,1
Ohio,Toledo,15,3011
Ohio,Troy,2,660
Ohio,Twinsburg,0,7
Ohio,Uniontown,1,1
Ohio,Urbana,0,4
Ohio,Vandalia,1,52
Ohio,Vincent,1,1
Ohio,Wadsworth,0,12
Ohio,Warren,2,11
Ohio,Wellington,1,5
Ohio,West Chester,1,567
Ohio,Westerville,2,14
Ohio,Westlake,2,43
Ohio,Wheelersburg,0,76
Ohio,Willow Wood,0,5
Ohio,Wooster,1,1202
Ohio,Youngstown,10,8183
Ohio,Zanesville,1,2
Ohio,undefined,1,255
Oklahoma,Ada,1,65
Oklahoma,Altus,0,669
Oklahoma,Ardmore,1,5
Oklahoma,Bartlesville,1,4
Oklahoma,Beggs,0,1
Oklahoma,Bethany,1,9
Oklahoma,Bixby,2,13
Oklahoma,Broken Arrow,9,881
Oklahoma,Calera,1,1
Oklahoma,Carmen,1,1
Oklahoma,Chickasha,2,7
Oklahoma,Choctaw,2,1006
Oklahoma,Claremore,0,29
Oklahoma,Clinton,0,5
Oklahoma,Duke,1,1
Oklahoma,Duncan,2,3
Oklahoma,Durant,1,184
Oklahoma,Edmond,8,1899
Oklahoma,Elk City,1,18
Oklahoma,Enid,1,10
Oklahoma,Fairview,0,1
Oklahoma,Glencoe,0,11
Oklahoma,Glenpool,0,222
Oklahoma,Guthrie,0,3
Oklahoma,Hennessey,0,3
Oklahoma,Hillsdale,0,3
Oklahoma,Jenks,0,7
Oklahoma,Kingfisher,1,3
Oklahoma,Kremlin,0,25
Oklahoma,Lawton,1,25
Oklahoma,Luther,0,1
Oklahoma,Madill,0,56
Oklahoma,Mannsville,0,76
Oklahoma,McAlester,0,1523
Oklahoma,Muskogee,2,87
Oklahoma,Mustang,2,20
Oklahoma,Newcastle,0,1
Oklahoma,Norman,2,227
Oklahoma,Oklahoma City,60,5985
Oklahoma,Owasso,2,639
Oklahoma,Perry,1,4
Oklahoma,Pryor,0,4
Oklahoma,Sallisaw,0,15
Oklahoma,Sand Springs,1,57
Oklahoma,Sapulpa,0,1
Oklahoma,Seminole,1,2
Oklahoma,Shattuck,0,1
Oklahoma,Shawnee,1,2
Oklahoma,Spiro,0,8
Oklahoma,Stillwater,2,4
Oklahoma,Tulsa,27,2651
Oklahoma,Warner,1,1996
Oklahoma,Weatherford,1,2
Oklahoma,Wetumka,1,9
Oklahoma,Wyandotte,1,828
Oklahoma,Yukon,4,343
Oklahoma,undefined,1,439
Oregon,Albany,1,1265
Oregon,Ashland,0,1
Oregon,Astoria,0,65
Oregon,Bandon,0,127
Oregon,Beaverton,3,761
Oregon,Bend,6,568
Oregon,Boardman,0,3
Oregon,Brookings,1,1182
Oregon,Canby,0,5
Oregon,Central Point,1,219
Oregon,Clackamas,1,357
Oregon,Coos Bay,1,1959
Oregon,Cornelius,1,8
Oregon,Corvallis,3,801
Oregon,Estacada,1,139
Oregon,Eugene,4,648
Oregon,Forest Grove,1,13
Oregon,Gold Beach,1,1879
Oregon,Grants Pass,2,1646
Oregon,Gresham,3,19
Oregon,Happy Valley,0,15
Oregon,Hermiston,1,56
Oregon,Hillsboro,3,529
Oregon,Hood River,1,3
Oregon,Keizer,0,188
Oregon,La Grande,1,74
Oregon,Lake Oswego,1,61
Oregon,McMinnville,1,6
Oregon,Medford,3,2988
Oregon,Molalla,0,1
Oregon,Mount Angel,1,85
Oregon,Newport,1,10
Oregon,North Bend,0,388
Oregon,Oregon City,1,4
Oregon,Port Orford,0,3
Oregon,Portland,51,9015
Oregon,Prineville,1,1
Oregon,Redmond,1,9
Oregon,Roseburg,3,966
Oregon,Salem,5,1067
Oregon,Scappoose,0,22
Oregon,Springfield,3,58
Oregon,Stayton,1,1
Oregon,Tigard,1,225
Oregon,Tualatin,2,10
Oregon,Warrenton,0,24
Oregon,West Linn,2,17
Oregon,Wilsonville,0,158
Oregon,undefined,3,1108
Pennsylvania,Aliquippa,0,1
Pennsylvania,Allentown,11,618
Pennsylvania,Altoona,3,90
Pennsylvania,Ambler,1,4
Pennsylvania,Apollo,1,1
Pennsylvania,Athens,2,8
Pennsylvania,Avondale,1,1
Pennsylvania,Bala-Cynwyd,1,64
Pennsylvania,Bangor,1,2
Pennsylvania,Beaver Falls,1,581
Pennsylvania,Bedford,2,769
Pennsylvania,Bensalem,2,1148
Pennsylvania,Bethel Park,1,3
Pennsylvania,Bethlehem,1,265
Pennsylvania,Bloomsburg,0,7
Pennsylvania,Boswell,1,1
Pennsylvania,Bradford,1,1
Pennsylvania,Branchdale,0,93
Pennsylvania,Breinigsville,2,395
Pennsylvania,Bridgeville,0,4
Pennsylvania,Bristol,0,1
Pennsylvania,Brookhaven,1,230
Pennsylvania,Broomall,1,2
Pennsylvania,Brownsville,0,155
Pennsylvania,Bulger,0,1
Pennsylvania,Butler,1,1
Pennsylvania,Camp Hill,5,355
Pennsylvania,Canonsburg,1,6
Pennsylvania,Carbondale,2,6
Pennsylvania,Carlisle,1,777
Pennsylvania,Central City,0,1
Pennsylvania,Chalfont,1,1
Pennsylvania,Chambersburg,0,18
Pennsylvania,Chester Springs,0,14
Pennsylvania,Chester,1,164
Pennsylvania,Coatesville,1,8
Pennsylvania,Collegeville,0,3
Pennsylvania,Columbia,0,1
Pennsylvania,Colver,1,1
Pennsylvania,Connellsville,1,1
Pennsylvania,Conshohocken,1,101
Pennsylvania,Coplay,1,1
Pennsylvania,Coraopolis,2,5
Pennsylvania,Cranberry Township,1,1
Pennsylvania,Cresson,0,1
Pennsylvania,Curwensville,0,1
Pennsylvania,Dallas,0,5
Pennsylvania,Dallastown,0,2
Pennsylvania,Danville,0,3
Pennsylvania,Darby,1,620
Pennsylvania,Dillsburg,2,2
Pennsylvania,Downingtown,0,122
Pennsylvania,Doylestown,3,152
Pennsylvania,Drexel Hill,1,2
Pennsylvania,DuBois,1,9
Pennsylvania,Duncansville,0,13
Pennsylvania,East Stroudsburg,1,3
Pennsylvania,Easton,5,44
Pennsylvania,Ebensburg,1,59
Pennsylvania,Edinboro,0,1
Pennsylvania,Elkins Park,3,25
Pennsylvania,Emmaus,2,6
Pennsylvania,Enola,0,98
Pennsylvania,Ephrata,1,620
Pennsylvania,Erie,6,738
Pennsylvania,Exton,0,116
Pennsylvania,Fayetteville,0,5
Pennsylvania,Feasterville,0,20
Pennsylvania,Folcroft,0,97
Pennsylvania,Folsom,1,127
Pennsylvania,Franklin,0,1
Pennsylvania,Freedom,0,1
Pennsylvania,Freeland,1,43
Pennsylvania,Garnet Valley,0,187
Pennsylvania,Gibsonia,2,3
Pennsylvania,Gilbertsville,1,747
Pennsylvania,Girard,0,1
Pennsylvania,Glen Mills,2,1060
Pennsylvania,Glenside,0,193
Pennsylvania,Goldsboro,0,1
Pennsylvania,Greensburg,5,1650
Pennsylvania,Greenville,0,5
Pennsylvania,Halifax,1,3
Pennsylvania,Hanover,1,383
Pennsylvania,Harleysville,0,81
Pennsylvania,Harrisburg,3,214
Pennsylvania,Hatboro,0,139
Pennsylvania,Havertown,1,6
Pennsylvania,Hazleton,0,19
Pennsylvania,Hershey,1,6
Pennsylvania,Homer City,0,1
Pennsylvania,Huntingdon Valley,0,5
Pennsylvania,Indiana,2,7
Pennsylvania,Irwin,3,34
Pennsylvania,Jeannette,0,9
Pennsylvania,Johnstown,1,20
Pennsylvania,Kane,1,4
Pennsylvania,Kennett Square,0,2
Pennsylvania,King of Prussia,1,497
Pennsylvania,Kingston,2,974
Pennsylvania,Kutztown,1,4
Pennsylvania,Lafayette Hill,0,1779
Pennsylvania,Lancaster,4,825
Pennsylvania,Landisville,0,2
Pennsylvania,Langhorne,2,185
Pennsylvania,Lansdale,0,154
Pennsylvania,Lansdowne,1,48
Pennsylvania,Latrobe,2,20
Pennsylvania,Lebanon,3,175
Pennsylvania,Levittown,0,17
Pennsylvania,Lewisberry,2,1087
Pennsylvania,Lewisburg,0,3
Pennsylvania,Ligonier,0,268
Pennsylvania,Lilly,0,4
Pennsylvania,Lititz,0,942
Pennsylvania,Macungie,1,1
Pennsylvania,Malvern,4,45
Pennsylvania,Manheim,0,35
Pennsylvania,Martins Creek,1,1
Pennsylvania,McConnellsburg,0,1
Pennsylvania,McDonald,1,1
Pennsylvania,McKeesport,1,17
Pennsylvania,Meadville,3,1202
Pennsylvania,Mechanicsburg,2,52
Pennsylvania,Media,3,276
Pennsylvania,Mercer,0,42
Pennsylvania,Mercersburg,0,1
Pennsylvania,Millersburg,1,13
Pennsylvania,Millersville,0,4
Pennsylvania,Milton,0,4
Pennsylvania,Mohrsville,0,40
Pennsylvania,Monessen,0,2
Pennsylvania,Monongahela,1,1
Pennsylvania,Monroeville,2,31
Pennsylvania,Moscow,1,1
Pennsylvania,Myerstown,0,6
Pennsylvania,Narberth,1,22
Pennsylvania,Nazareth,2,784
Pennsylvania,New Alexandria,0,8
Pennsylvania,New Castle,1,22
Pennsylvania,New Florence,1,1
Pennsylvania,New Hope,1,1244
Pennsylvania,New Kensington,0,213
Pennsylvania,Newmanstown,0,26
Pennsylvania,Norristown,7,719
Pennsylvania,North Versailles,0,3
Pennsylvania,North Wales,0,14
Pennsylvania,Northampton,0,244
Pennsylvania,Northumberland,1,210
Pennsylvania,Old Forge,1,2
Pennsylvania,Palmyra,2,4
Pennsylvania,Pennsburg,2,3
Pennsylvania,Perkasie,0,26
Pennsylvania,Philadelphia,119,20883
Pennsylvania,Phoenixville,1,23
Pennsylvania,Pittsburgh,34,3735
Pennsylvania,Pittston,0,165
Pennsylvania,Plymouth Meeting,0,1
Pennsylvania,Pottstown,2,278
Pennsylvania,Prospect Park,0,463
Pennsylvania,Reading,4,1738
Pennsylvania,Red Hill,0,135
Pennsylvania,Red Lion,0,15
Pennsylvania,Ridley Park,1,434
Pennsylvania,Riegelsville,1,1
Pennsylvania,Royersford,1,1
Pennsylvania,Saylorsburg,0,1
Pennsylvania,Schwenksville,1,414
Pennsylvania,Scranton,2,7
Pennsylvania,Selinsgrove,0,3
Pennsylvania,Sellersville,0,1
Pennsylvania,Sewickley,0,170
Pennsylvania,Sharon Hill,0,447
Pennsylvania,Sharon,1,2
Pennsylvania,Sharpsville,0,521
Pennsylvania,Shavertown,1,21
Pennsylvania,Slatington,1,37
Pennsylvania,Souderton,1,19
Pennsylvania,Southampton,1,3
Pennsylvania,Springfield,0,236
Pennsylvania,State College,0,57
Pennsylvania,Stillwater,0,5
Pennsylvania,Stoystown,0,14
Pennsylvania,Stroudsburg,1,14
Pennsylvania,Sunbury,0,75
Pennsylvania,Swarthmore,0,214
Pennsylvania,Titusville,1,1
Pennsylvania,Tobyhanna,1,1
Pennsylvania,Towanda,0,132
Pennsylvania,Uniontown,1,1
Pennsylvania,Vandergrift,0,6
Pennsylvania,Venetia,1,3
Pennsylvania,Wallingford,0,321
Pennsylvania,Warminster,1,5
Pennsylvania,Warrington,2,3
Pennsylvania,Wayne,5,151
Pennsylvania,Waynesboro,2,40
Pennsylvania,Wellsville,0,239
Pennsylvania,Wernersville,0,631
Pennsylvania,West Chester,1,1127
Pennsylvania,West Grove,1,1
Pennsylvania,West Mifflin,0,18
Pennsylvania,Wilkes-Barre,2,15
Pennsylvania,Williamsport,0,3
Pennsylvania,Willow Grove,1,206
Pennsylvania,Windber,1,1
Pennsylvania,Woodlyn,0,311
Pennsylvania,Wrightsville,0,130
Pennsylvania,Yardley,0,59
Pennsylvania,York,5,960
Pennsylvania,undefined,2,1464
Rhode Island,Barrington,0,23
Rhode Island,Coventry,0,187
Rhode Island,Cranston,7,2003
Rhode Island,Cumberland,1,16
Rhode Island,East Providence,2,52
Rhode Island,Johnston,0,262
Rhode Island,Newport,2,11
Rhode Island,North Kingstown,2,4
Rhode Island,North Providence,1,3
Rhode Island,North Scituate,1,89
Rhode Island,North Smithfield,0,26
Rhode Island,Pawtucket,10,264
Rhode Island,Providence,29,1645
Rhode Island,Riverside,1,1
Rhode Island,Rumford,0,243
Rhode Island,Wakefield,2,14
Rhode Island,Warwick,2,159
Rhode Island,West Warwick,0,44
Rhode Island,Westerly,1,10
Rhode Island,Woonsocket,3,144
Rhode Island,Wyoming,2,2
South Carolina,Aiken,1,7
South Carolina,Anderson,2,418
South Carolina,Beaufort,3,1116
South Carolina,Beech Island,0,1
South Carolina,Bennettsville,1,9
South Carolina,Bluffton,2,1525
South Carolina,Blythewood,2,11
South Carolina,Boiling Springs,0,294
South Carolina,Bowman,1,1
South Carolina,Camden,1,327
South Carolina,Cayce,0,4
South Carolina,Chapin,1,4
South Carolina,Charleston,12,2025
South Carolina,Cheraw,0,2
South Carolina,Chesnee,0,55
South Carolina,Chester,0,1
South Carolina,Clarks Hill,0,35
South Carolina,Clio,0,10
South Carolina,Clover,1,5
South Carolina,Columbia,17,2553
South Carolina,Conway,4,259
South Carolina,Cottageville,1,1
South Carolina,Darlington,1,20
South Carolina,Duncan,1,104
South Carolina,Easley,1,8
South Carolina,Fairfax,1,1
South Carolina,Florence,10,233
South Carolina,Folly Beach,0,1
South Carolina,Fort Mill,1,11
South Carolina,Gaffney,2,9
South Carolina,Goose Creek,2,4
South Carolina,Graniteville,2,427
South Carolina,Greenville,9,4499
South Carolina,Greer,5,946
South Carolina,Hamer,0,4
