Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created
Florida,Saint Augustine,5,226
Florida,Saint Johns,4,21
Florida,San Antonio,1,1
Florida,Sanford,5,1332
Florida,Santa Rosa Beach,1,99
Florida,Sarasota,16,1755
Florida,Satellite Beach,4,36
Florida,Sebastian,0,4303
Florida,Sebring,2,4
Florida,Seminole,1,313
Florida,Shalimar,1,2
Florida,Spring Hill,8,818
Florida,St. Cloud,2,90
Florida,St. Petersburg,9,1014
Florida,Stuart,2,1322
Florida,Summerfield,0,25
Florida,Sun City Center,1,1
Florida,Sunny Isles Beach,2,66
Florida,Sunrise,0,1
Florida,Tallahassee,11,1399
Florida,Tamarac,4,93
Florida,Tampa,74,6823
Florida,Tarpon Springs,1,1
Florida,Tavares,1,51
Florida,Tavernier,0,55
Florida,The Villages,3,626
Florida,Titusville,1,1
Florida,Trenton,1,13
Florida,Valrico,5,63
Florida,Venice,0,1
Florida,Vero Beach,1,872
Florida,Wauchula,0,8
Florida,Weeki Wachee,0,1
Florida,Wellington,1,25
Florida,Wesley Chapel,4,422
Florida,West Palm Beach,11,2007
Florida,Weston,0,51
Florida,Wildwood,0,20
Florida,Wimauma,0,106
Florida,Windermere,2,495
Florida,Winter Garden,4,2081
Florida,Winter Haven,2,304
Florida,Winter Park,4,258
Florida,Winter Springs,2,132
Florida,Yulee,0,9
Florida,Zephyrhills,1,17
Florida,undefined,14,3064
Georgia,Acworth,1,320
Georgia,Albany,2,2
Georgia,Alma,2,112
Georgia,Alpharetta,12,5231
Georgia,Americus,1,1
Georgia,Athens,6,1230
Georgia,Atlanta,287,32970
Georgia,Augusta,7,316
Georgia,Austell,0,349
Georgia,Bainbridge,1,1
Georgia,Ball Ground,0,7
Georgia,Baxley,0,101
Georgia,Bethlehem,0,3
Georgia,Blackshear,1,36
Georgia,Blairsville,1,84
Georgia,Bonaire,1,1
Georgia,Braselton,0,14
Georgia,Brunswick,1,4
Georgia,Buford,6,402
Georgia,Byron,2,191
Georgia,Calhoun,1,97
Georgia,Camilla,0,78
Georgia,Canton,2,222
Georgia,Carnesville,1,1
Georgia,Carrollton,5,41
Georgia,Cedartown,1,29
Georgia,Chatsworth,3,328
Georgia,Clarkston,0,3
Georgia,Clayton,1,3
Georgia,Cleveland,0,19
Georgia,Cochran,0,19
Georgia,Columbus,7,596
Georgia,Concord,1,1
Georgia,Conyers,4,809
Georgia,Covington,2,276
Georgia,Cumming,9,905
Georgia,Dacula,3,598
Georgia,Dallas,2,515
Georgia,Dalton,3,4
Georgia,Dawsonville,2,3
Georgia,Decatur,14,1969
Georgia,Douglas,0,3
Georgia,Douglasville,6,271
Georgia,Dublin,3,8
Georgia,Duluth,10,1141
Georgia,Eastman,0,1
Georgia,Elberton,0,25
Georgia,Ellenwood,3,129
Georgia,Evans,3,395
Georgia,Fairburn,6,137
Georgia,Fayetteville,4,56
Georgia,Fitzgerald,0,35
Georgia,Flowery Branch,1,18
Georgia,Folkston,0,1
Georgia,Fort Benning,0,39
Georgia,Gainesville,7,1180
Georgia,Glennville,0,132
Georgia,Grayson,0,9
Georgia,Griffin,2,18
Georgia,Grovetown,2,54
Georgia,Guyton,3,3
Georgia,Hampton,2,789
Georgia,Hartwell,1,7
Georgia,Hawkinsville,0,3
Georgia,Hazlehurst,0,9
Georgia,Hephzibah,0,79
Georgia,Hinesville,3,33
Georgia,Hiram,0,38
Georgia,Hull,1,9
Georgia,Jackson,0,1
Georgia,Jesup,1,3
Georgia,Jonesboro,18,942
Georgia,Kathleen,0,2
Georgia,Kennesaw,3,192
Georgia,Kingsland,0,1
Georgia,La Grange,1,5906
Georgia,Lawrenceville,15,3434
Georgia,Lilburn,1,1
Georgia,Lithonia,8,568
Georgia,Locust Grove,0,266
Georgia,Loganville,1,151
Georgia,Mableton,6,128
Georgia,Macon,12,2227
Georgia,Marietta,14,4954
Georgia,McDonough,9,1748
Georgia,Metter,0,1
Georgia,Midland,1,2
Georgia,Milledgeville,0,991
Georgia,Monroe,2,578
Georgia,Monticello,0,1
Georgia,Morrow,1,1
Georgia,Moultrie,1,32
Georgia,Nashville,1,2
Georgia,Newnan,3,7
Georgia,Norcross,13,1118
Georgia,Ocilla,0,1
Georgia,Peachtree City,1,4
Georgia,Peachtree Corners,10,73
Georgia,Pearson,0,1
Georgia,Pelham,0,71
Georgia,Pooler,3,132
Georgia,Port Wentworth,1,4
Georgia,Powder Springs,6,539
Georgia,Rex,1,1
Georgia,Richmond Hill,1,2
Georgia,Rincon,0,573
Georgia,Ringgold,1,1
Georgia,Riverdale,1,41
Georgia,Rome,6,138
Georgia,Rossville,0,16
Georgia,Roswell,2,51
Georgia,Sandersville,2,36
Georgia,Savannah,11,2092
Georgia,Scottdale,2,4
Georgia,Senoia,1,35
Georgia,Smyrna,11,1744
Georgia,Snellville,3,1127
Georgia,Soperton,0,2
Georgia,Springfield,0,932
Georgia,St. Marys,1,102
Georgia,Statesboro,0,3
Georgia,Statham,0,1
Georgia,Stockbridge,4,57
Georgia,Stone Mountain,24,1904
Georgia,Sugar Hill,1,66
Georgia,Summerville,1,5
Georgia,Suwanee,4,2091
Georgia,Thomaston,0,42
Georgia,Thomasville,1,366
Georgia,Tifton,2,171
Georgia,Tiger,0,1
Georgia,Toccoa,1,13
Georgia,Toomsboro,1,55
Georgia,Tucker,4,95
Georgia,Valdosta,1,9
Georgia,Vidalia,1,15
Georgia,Vienna,1,1
Georgia,Warner Robins,1,166
Georgia,Watkinsville,1,53
Georgia,Waycross,1,1
Georgia,Waynesboro,1,194
Georgia,Winder,1,33
Georgia,Woodstock,1,60
Georgia,undefined,16,2503
Hawaii,'Ewa Beach,2,179
Hawaii,Hau'ula,1,1
Hawaii,Hilo,0,1
Hawaii,Honolulu,43,9779
Hawaii,Kahuku,0,10
Hawaii,Kahului,1,76
Hawaii,Kailua-Kona,5,472
Hawaii,Kailua,9,970
Hawaii,Kaneohe,2,7
Hawaii,Kapolei,2,15
Hawaii,Kilauea,1,7
Hawaii,Koloa,2,2
Hawaii,Kīhei,0,109
Hawaii,Lahaina,1,137
Hawaii,Lihue,0,1
Hawaii,Makawao,1,93
Hawaii,Mililani Town,0,1
Hawaii,Pahoa,0,4
